Policy Number,Age,Years of Driving Experience,Number of Vehicles,Gender,Married,Vehicle Age,Losses,Fuel_type_D,Income
120108,55,37,1,1,Married,10,309.2396041,0,15029.98021
157592,29,9,2,1,Single,11,309.237974,0,14979.8987
129544,25,6,3,1,Married,14,309.2151888,0,15137.75944
194051,69,52,3,0,Single,7,309.1605204,0,15120.02602
192110,21,3,3,0,Married,15,309.1510858,0,15041.55429
194459,50,29,3,1,Married,6,309.1338776,0,14916.69388
129504,56,35,3,1,Married,6,309.1169012,0,15165.84506
169052,48,30,1,1,Married,9,309.1141925,0,15149.70963
110912,70,52,3,1,Single,9,309.0849575,0,15250.24788
134097,52,35,4,0,Single,13,309.0594526,0,15188.97263
147833,39,19,3,1,Married,7,309.0087753,0,14939.43877
106815,25,6,2,1,Married,8,308.9951899,0,14985.7595
141141,61,40,3,1,Married,9,308.9740656,0,15186.70328
179725,43,25,3,1,Married,7,308.9086909,0,15182.43455
172562,20,1,3,1,Married,14,308.9061638,0,15059.30819
104075,69,51,1,0,Single,3,308.9019548,0,15192.09774
189263,54,34,2,0,Married,12,308.8783677,0,14995.91839
190025,20,3,2,1,Married,12,308.8496566,0,14912.48283
175417,51,34,1,1,Married,8,308.8097112,0,14921.48556
192285,61,41,3,1,Married,2,308.8055458,0,14870.27729
153821,51,31,2,1,Single,11,308.7935312,0,15166.67656
174299,36,16,2,1,Single,12,308.7655925,0,14912.27963
145568,25,7,4,0,Married,15,308.7451306,0,14844.25653
194534,25,8,1,1,Single,14,308.6653638,0,14906.26819
173341,25,8,2,1,Married,13,308.6550336,0,15135.75168
167665,61,41,1,1,Married,9,308.6526154,0,15105.63077
199733,28,7,3,1,Married,11,308.6392806,0,14831.96403
137279,33,15,3,0,Married,11,308.619471,0,15003.97355
185162,30,12,1,1,Married,8,308.5713815,0,15060.56908
188341,27,6,2,1,Married,10,308.5647245,0,14895.23623
116900,40,20,4,1,Married,8,308.5336043,0,14918.68022
145566,50,32,1,1,Married,12,308.5023481,0,15150.11741
180717,31,11,3,1,Married,8,308.4657403,0,15096.28702
103823,65,48,2,1,Single,3,308.462944,0,14892.1472
158622,39,18,3,1,Single,13,308.4601596,0,15150.00798
148014,52,32,2,0,Married,12,308.4501787,0,15042.50894
101694,39,20,3,1,Married,7,308.4500336,0,15134.50168
103633,27,7,4,0,Married,13,308.436658,0,15054.8329
127083,45,26,2,1,Married,7,308.4056167,0,14882.28084
132743,22,5,3,1,Single,15,308.3745452,0,14855.72726
179686,46,26,3,1,Single,13,308.2932183,0,14997.66092
127738,60,43,2,0,Married,11,308.2903275,0,15184.51638
106957,25,7,2,1,Single,13,308.2719485,0,14942.59743
179454,25,6,2,1,Single,14,308.2629494,0,14975.14747
102292,65,48,2,0,Married,8,308.2452353,0,14989.26177
144566,32,12,1,1,Married,6,308.2346622,0,14905.73311
125452,58,38,1,1,Married,8,308.233244,0,15181.6622
153543,29,12,2,1,Married,8,308.1962701,0,15000.81351
116338,35,16,2,0,Single,11,308.1654928,0,15116.27464
166672,66,47,4,1,Single,8,308.136766,0,14919.8383
117422,27,8,2,1,Married,10,308.1027723,0,15203.13862
134800,23,6,2,0,Married,12,308.101933,0,14866.09665
142852,41,24,2,1,Married,12,308.0973519,0,15163.8676
103676,49,30,3,1,Married,14,308.0832138,0,15125.16069
172404,55,36,4,0,Married,6,308.0539618,0,14886.69809
194617,50,32,3,1,Married,8,308.0470493,0,14821.35247
119323,34,14,3,1,Married,10,308.0223421,0,14893.11711
196463,17,0,4,1,Married,12,308.0193194,0,14850.96597
192092,16,0,3,1,Single,11,308.0115413,0,15048.57707
151043,28,8,1,1,Married,10,308.0062911,0,15030.31456
120262,43,23,4,1,Married,7,307.9904309,0,15159.52155
180075,33,14,3,0,Married,15,307.983331,0,15125.16655
159016,46,29,3,1,Married,1,307.950249,0,14874.51245
155725,24,7,3,1,Single,12,307.9414794,0,15129.07397
169827,23,4,1,0,Married,13,307.9160669,0,15159.80335
194998,58,40,1,1,Married,7,307.8470487,0,15000.35244
131293,58,41,4,1,Single,12,307.8314635,0,14904.57318
112207,45,25,1,1,Married,10,307.8064177,0,15088.32089
194528,49,30,3,1,Married,8,307.6696858,0,15040.48429
151098,70,52,1,1,Single,10,307.6472449,0,15111.36225
135597,25,6,3,1,Married,13,307.6357729,0,15116.78865
157613,29,12,4,0,Single,12,307.6140337,0,14783.70169
133663,20,3,1,1,Married,7,307.6119306,0,15016.59653
171124,49,30,1,0,Married,10,307.6032853,0,14817.16427
186545,41,22,2,0,Married,15,307.5550597,0,14944.75299
104443,22,3,3,1,Single,11,307.5161346,0,14814.80673
102876,16,0,2,1,Married,8,307.503338,0,14895.1669
114127,64,43,2,0,Single,6,307.4466053,0,14843.33027
108141,52,32,1,1,Married,4,307.429253,0,15115.46265
161391,55,36,3,1,Married,10,307.4165301,0,14858.82651
174512,61,41,1,0,Married,12,307.4146315,0,15124.73158
188399,68,48,4,1,Single,8,307.4119981,0,15043.59991
191411,17,0,4,1,Married,15,307.386164,0,14879.3082
188397,21,3,2,0,Single,15,307.3796409,0,15110.98205
178996,41,21,2,1,Married,7,307.3442838,0,15060.21419
146070,49,29,4,1,Married,8,307.3441817,0,14903.20909
124623,54,35,1,1,Married,8,307.3220363,0,14959.10182
195890,33,14,2,1,Married,8,307.2958376,0,15101.79188
158957,43,23,2,1,Single,15,307.2698672,0,15023.49336
154636,43,23,1,1,Married,9,307.2503882,0,15131.51941
151503,32,13,1,0,Married,13,307.2191317,0,15143.95659
159365,62,45,2,0,Married,9,307.2162304,0,14831.81152
169988,53,35,1,1,Married,8,307.2012361,0,14821.06181
157196,63,42,2,0,Single,7,307.1713191,0,15110.56596
169880,64,47,3,1,Married,7,307.1403785,0,15048.01893
188049,62,45,2,0,Single,12,307.1214269,0,15037.07135
186260,69,51,2,1,Single,8,306.9941545,0,15120.70773
186477,32,15,1,1,Married,7,306.9422816,0,15035.11408
149890,70,51,4,1,Single,10,306.8943535,0,14901.71768
172200,17,0,2,0,Married,13,306.8533105,0,14796.66553
130067,22,3,1,0,Single,12,306.8513302,0,14985.56651
164494,67,47,3,0,Married,10,306.8342585,0,14822.71293
132009,23,4,3,1,Married,8,306.7922108,0,14869.61054
127360,65,48,1,0,Single,11,306.7395011,0,15035.97506
151357,46,25,1,1,Married,8,306.682273,0,15027.11365
138587,28,10,2,1,Married,8,306.676477,0,14941.82385
109605,32,12,2,1,Married,15,306.6404225,0,14957.02113
154226,26,8,1,1,Single,14,306.6197955,0,14747.98978
113797,31,12,2,1,Married,8,306.5892045,0,15020.46023
185098,20,1,2,1,Married,9,306.5802683,0,15079.01342
111259,68,51,1,1,Single,8,306.5707397,0,14736.53699
168909,50,33,1,1,Married,11,306.5442945,0,14962.21473
187381,27,6,4,0,Married,14,306.4509931,0,14761.54966
193265,32,15,2,1,Married,6,306.3533269,0,15059.66635
179754,68,51,2,0,Married,8,306.3404608,0,14872.02304
104006,22,5,4,0,Married,11,306.3150769,0,14788.75385
114423,29,12,2,1,Married,9,306.3115973,0,15112.57987
119499,18,0,3,0,Married,15,306.3038174,0,14800.19087
102779,67,47,1,0,Single,13,306.2881697,0,15031.40849
109979,18,0,3,1,Single,15,306.2860105,0,15069.30053
114435,25,6,4,1,Married,5,306.2268891,0,15094.34446
196311,40,23,3,1,Married,15,306.1517631,0,14782.58816
192722,28,10,2,1,Married,10,306.1515312,0,14904.57656
154460,24,6,4,1,Single,13,306.0167496,0,14899.83748
185844,53,34,2,1,Married,8,305.9895502,0,14934.47751
198387,50,30,3,1,Married,7,305.9487254,0,14769.43627
185490,54,34,3,1,Married,15,305.8906134,0,14912.53067
189957,16,0,1,1,Married,11,305.8610846,0,14930.05423
190669,50,33,3,0,Married,12,305.856311,0,14776.81555
151490,25,7,2,1,Single,14,305.8109081,0,15061.54541
167836,66,47,3,1,Married,3,305.8034818,0,14904.17409
116739,63,45,2,0,Married,7,305.7939811,0,14915.69906
173057,60,43,4,1,Single,7,305.7744547,0,15001.72274
190024,58,37,4,1,Married,10,305.7425777,0,14865.12889
152055,27,8,2,0,Single,12,305.7422196,0,14999.11098
189565,23,6,3,1,Single,14,305.7334947,0,14799.67474
198618,55,34,4,1,Married,14,305.7163394,0,14751.81697
107484,68,49,2,0,Single,4,305.6524736,0,15051.62368
110745,33,12,1,1,Married,10,305.6462484,0,15012.31242
147104,35,16,2,0,Single,13,305.599627,0,14681.98135
199841,21,3,4,1,Married,8,305.521177,0,14813.05885
112234,17,0,4,1,Married,15,305.5204447,0,14823.02224
125289,57,38,2,1,Married,8,305.4447304,0,14895.23652
146239,42,23,3,0,Single,12,305.4003966,0,15053.01983
132654,32,11,2,0,Single,13,305.3024049,0,14878.12025
111781,33,15,3,0,Married,15,305.2700497,0,14865.50249
147851,27,9,2,1,Single,14,305.2494871,0,15023.47436
185406,62,43,2,0,Married,7,305.2483756,0,14923.41878
155126,63,45,2,0,Married,11,305.1540949,0,14872.70475
171878,46,27,3,1,Married,13,305.0855007,0,14679.27504
133690,53,36,2,1,Married,7,305.0790016,0,14826.95008
188979,46,26,2,0,Single,13,305.075432,0,14672.7716
198008,25,7,2,0,Married,14,305.0281605,0,14782.40803
178342,69,48,3,1,Married,3,305.0065965,0,14766.32983
108161,18,0,2,1,Single,13,304.9882514,0,14760.41257
193282,65,48,3,1,Single,10,304.9781505,0,14689.90753
150335,19,1,2,0,Single,15,304.9770159,0,14937.8508
124317,50,31,1,1,Single,13,304.9612526,0,14836.06263
115516,54,37,2,1,Married,6,304.8658354,0,14998.29177
108396,69,48,3,1,Single,9,304.8243163,0,14707.21582
106548,60,42,2,1,Single,7,304.7559646,0,14728.79823
133266,69,52,4,1,Single,7,304.7423722,0,14788.11861
160727,60,40,2,1,Single,14,304.6880075,0,14679.40038
175481,46,28,3,1,Married,14,304.6095956,0,14730.47978
168584,29,10,3,1,Married,9,304.5682218,0,14654.41109
142111,69,48,4,1,Married,9,304.5191342,0,14934.95671
162923,29,11,4,1,Single,12,304.4703177,0,14732.51589
106836,63,45,2,1,Single,7,304.4479143,0,14698.39572
195717,62,43,2,1,Married,0,304.4294792,0,14699.47396
166193,59,40,3,1,Married,10,304.4177007,0,14909.88504
166127,16,0,2,1,Married,13,304.3596949,0,14700.98475
131367,56,35,2,1,Married,10,304.3149226,0,14898.74613
184879,19,1,2,0,Married,13,304.289917,0,14865.49585
168100,24,6,3,1,Married,12,304.2591454,0,14946.95727
150074,60,41,3,0,Single,2,304.2014304,0,14716.07152
127268,26,9,2,0,Single,11,304.1275375,0,14955.37688
198331,23,4,3,1,Married,7,304.0993493,0,14780.96747
121573,25,7,2,1,Single,12,304.0808254,0,14635.04127
108280,26,6,1,1,Married,10,304.0332799,0,14640.664
172914,25,8,3,1,Married,7,304.0324125,0,14746.62063
176651,54,36,2,0,Married,11,304.0070767,0,14917.35384
123573,20,2,3,1,Single,13,303.9224718,0,14941.12359
157900,70,50,1,1,Single,6,303.9037184,0,14988.18592
164097,69,50,2,0,Married,9,303.8524855,0,14938.62428
115157,64,43,3,0,Single,3,303.8452258,0,14705.26129
111146,42,23,3,1,Married,11,303.7557202,0,14831.78601
145739,60,39,2,0,Single,10,303.7258336,0,14666.29168
198066,40,21,3,1,Married,7,303.6954464,0,14789.77232
135849,69,50,3,0,Single,7,303.6715788,0,14774.57894
187152,49,29,3,0,Single,14,303.5159812,0,14821.79906
187863,47,29,3,1,Married,8,303.4466458,0,14583.33229
173236,17,0,2,0,Married,11,303.444704,0,14916.2352
111806,63,45,1,0,Single,4,303.426557,0,14890.32785
152494,22,3,4,0,Married,11,303.4177109,0,14693.88555
130779,52,31,2,1,Married,14,303.4051642,0,14782.25821
114690,16,0,1,1,Married,15,303.4043979,0,14642.2199
185733,16,0,2,1,Married,13,303.3959931,0,14944.79966
106865,27,6,4,0,Single,11,303.3951338,0,14609.75669
174978,27,6,3,1,Married,9,303.3747837,0,14632.73919
144210,63,45,2,0,Single,15,303.3502155,0,14619.51078
193260,45,24,2,1,Married,6,303.3457758,0,14817.28879
131079,16,0,4,1,Single,13,303.3291757,0,14761.45879
129481,67,47,2,1,Married,10,303.2492958,0,14954.46479
112852,31,11,2,1,Married,9,303.2293178,0,14945.46589
127718,65,45,4,1,Single,8,303.1838448,0,14712.19224
166104,32,11,1,1,Married,9,303.1333791,0,14595.66896
174661,38,19,1,1,Married,11,303.1201775,0,14913.00888
143315,19,2,4,0,Married,14,303.0820897,0,14645.10449
172701,21,3,2,1,Married,10,303.0263672,0,14789.31836
107265,22,3,1,0,Married,12,302.9412015,0,14831.06008
150040,21,3,4,0,Married,12,302.910467,0,14788.52335
164713,67,49,2,0,Single,8,302.8791172,0,14886.95586
100560,66,49,3,1,Married,2,302.877603,0,14568.88015
143153,25,8,1,0,Single,15,302.8673506,0,14891.36753
135883,62,41,3,0,Single,0,302.8527283,0,14759.63642
139438,66,46,1,1,Married,9,302.8231225,0,14822.15613
109986,28,9,3,1,Married,8,302.8204314,0,14808.02157
134352,64,43,2,1,Single,10,302.8175023,0,14676.87512
190788,25,8,3,1,Married,12,302.7966664,0,14556.83332
179441,40,22,3,1,Married,8,302.787052,0,14734.3526
149949,60,41,1,1,Single,5,302.7598559,0,14894.9928
121023,21,4,1,1,Married,9,302.7542004,0,14715.71002
169057,59,38,3,1,Married,7,302.7425401,0,14861.12701
127988,50,33,3,1,Married,9,302.6707065,0,14909.53533
196029,19,1,3,0,Single,13,302.6470886,0,14817.35443
183911,58,41,3,1,Married,8,302.6160105,0,14832.80053
176813,30,10,2,1,Married,8,302.5936644,0,14857.68322
114256,54,34,2,1,Married,9,302.5911553,0,14567.55777
143622,20,2,3,1,Married,6,302.5659292,0,14860.29646
115404,66,47,3,1,Married,5,302.5600291,0,14652.00146
164350,70,50,1,0,Married,2,302.4864881,0,14893.32441
110946,48,28,2,1,Single,12,302.4315301,0,14834.57651
174602,63,43,2,0,Married,0,302.4183973,0,14539.91987
164748,66,46,3,1,Married,3,302.3751056,0,14792.75528
120968,20,1,1,1,Single,12,302.3470413,0,14820.35207
131279,28,10,3,0,Married,14,302.2831964,0,14570.15982
175050,21,4,2,0,Single,14,302.257992,0,14858.8996
123145,53,34,3,1,Married,9,302.2555434,0,14528.77717
118684,41,20,3,0,Single,15,302.1979214,0,14640.89607
118614,17,0,3,1,Single,11,302.1749564,0,14906.74782
200235,50,32,1,1,Married,7,302.1415562,0,14768.07781
192238,69,49,2,1,Single,10,302.1412162,0,14673.06081
130319,39,22,4,1,Married,7,302.1335426,0,14639.67713
186476,20,2,3,1,Single,15,302.0814942,0,14684.07471
182999,64,43,3,1,Married,7,302.0582232,0,14773.91116
191051,70,51,1,0,Single,15,302.0260161,0,14899.30081
109562,54,37,3,0,Married,11,301.9860187,0,14699.30094
132620,52,33,2,1,Married,8,301.968685,0,14580.43425
144801,23,5,2,1,Single,13,301.8903378,0,14703.51689
165024,45,25,2,1,Married,6,301.8893886,0,14715.46943
189796,64,44,4,1,Single,7,301.8739204,0,14815.69602
164286,38,20,2,0,Single,15,301.8672605,0,14590.36303
191124,57,38,3,1,Married,7,301.8101255,0,14513.50628
196243,64,44,2,1,Single,7,301.7878038,0,14881.39019
112945,30,10,4,1,Married,8,301.6996352,0,14813.98176
180600,47,30,1,1,Married,8,301.6710047,0,14744.55024
119153,63,43,2,0,Single,11,301.6389251,0,14508.94626
121964,37,16,3,1,Married,6,301.6203459,0,14645.0173
191324,60,43,3,0,Married,2,301.6186751,0,14590.93376
101147,66,46,3,0,Married,0,301.5997948,0,14849.98974
152782,70,53,3,1,Married,10,301.5181844,0,14519.90922
196319,39,20,2,1,Married,7,301.4943436,0,14537.71718
105404,68,47,2,1,Single,14,301.4452901,0,14815.26451
131862,67,50,2,1,Single,10,301.4422157,0,14559.11079
166383,16,0,3,1,Married,15,301.2966589,0,14596.83295
168634,16,0,3,1,Single,14,301.2494851,0,14683.47426
172964,60,39,2,1,Single,6,301.1482711,0,14584.41356
137112,61,42,3,0,Single,7,301.1465293,0,14482.32647
165559,65,47,3,0,Single,6,301.0920538,0,14814.60269
178579,19,2,2,1,Married,13,301.062505,0,14774.12525
199618,23,5,2,1,Married,9,301.0322857,0,14517.61429
101071,18,1,4,1,Married,11,301.015681,0,14464.78405
166402,68,50,4,1,Married,3,300.9867581,0,14765.33791
112655,55,35,2,0,Married,14,300.9405869,0,14473.02935
188370,18,1,3,1,Married,7,300.9062125,0,14543.31063
192750,26,7,2,1,Married,8,300.8567133,0,14510.83567
175991,32,14,4,1,Married,7,300.8454963,0,14495.27482
171438,24,7,3,0,Married,13,300.826389,0,14713.31945
178940,53,33,1,1,Married,6,300.7818655,0,14768.09328
137600,39,19,2,1,Married,15,300.7346324,0,14815.73162
139101,18,0,2,1,Single,13,300.7249513,0,14560.24757
124181,16,0,4,1,Married,13,300.6688027,0,14502.44014
116246,21,2,2,1,Married,12,300.6285279,0,14679.4264
123806,65,44,3,0,Single,9,300.5896711,0,14724.48356
174989,23,4,3,1,Single,15,300.5757063,0,14572.78532
165934,48,31,3,1,Married,9,300.5180508,0,14603.90254
105242,32,13,4,0,Single,12,300.5163912,0,14626.81956
148840,61,42,4,1,Married,6,300.4728614,0,14783.64307
198858,33,15,4,1,Married,7,300.3903436,0,14595.51718
199254,62,43,4,1,Married,9,300.3703849,0,14708.51925
125421,50,33,1,1,Married,10,300.3399914,0,14479.99957
127564,68,48,2,0,Single,9,300.270217,0,14742.51085
116257,70,52,4,0,Single,2,300.2694754,0,14807.47377
196524,56,38,1,1,Married,15,300.2605517,0,14571.02759
128564,38,20,3,0,Married,15,300.211206,0,14723.5603
131890,70,51,1,0,Married,8,300.1399029,0,14776.99515
196490,68,49,3,1,Married,6,300.1130519,0,14425.6526
196991,58,37,2,1,Married,12,300.0849615,0,14655.24808
196730,25,8,1,1,Married,6,299.9629532,0,14657.14766
181186,17,0,1,1,Married,15,299.9273424,0,14759.36712
187229,64,43,1,1,Single,6,299.9230428,0,14736.15214
148399,30,10,3,1,Married,13,299.9212102,0,14726.06051
112751,40,19,3,1,Married,9,299.8475134,0,14679.37567
103946,24,5,2,1,Single,12,299.8042767,0,14539.21384
116624,55,35,3,1,Single,12,299.7912697,0,14602.56349
102501,68,51,3,0,Married,3,299.7789219,0,14576.9461
115611,67,46,1,1,Married,7,299.7655866,0,14408.27933
199435,26,9,3,1,Married,8,299.7132474,0,14583.66237
180419,40,20,3,0,Single,15,299.6729622,0,14692.64811
198843,38,21,4,1,Single,11,299.6722412,0,14690.61206
122599,67,50,1,0,Married,5,299.5960275,0,14494.80138
134780,21,3,2,1,Single,14,299.5568724,0,14576.84362
179022,52,31,4,1,Married,11,299.5390467,0,14562.95234
116177,17,0,4,1,Married,9,299.5350945,0,14675.75473
191401,54,36,1,1,Married,8,299.5314296,0,14437.57148
110883,16,0,3,1,Married,14,299.5276328,0,14378.38164
119928,62,41,1,0,Single,11,299.5254454,0,14738.27227
111974,24,7,3,1,Married,13,299.4952697,0,14696.76349
170763,22,3,3,1,Single,12,299.4129266,0,14547.64633
148703,19,0,2,0,Married,14,299.3878756,0,14710.39378
107100,28,8,2,0,Married,12,299.3629426,0,14442.14713
162876,65,47,2,1,Married,8,299.3307887,0,14637.53944
168587,34,16,1,1,Married,12,299.3079623,0,14566.39812
108677,23,5,2,1,Married,12,299.3018475,0,14679.09238
181715,68,51,3,0,Single,8,299.2517997,0,14604.58999
169456,44,27,1,1,Married,8,299.2104772,0,14707.52386
168611,16,0,2,1,Single,12,299.2080751,0,14681.40376
123920,28,8,3,0,Single,12,299.2028514,0,14673.14257
177367,18,0,3,1,Married,10,299.1970496,0,14427.85248
127475,19,2,3,1,Married,15,299.190366,0,14668.5183
145447,69,51,3,0,Single,6,299.1873834,0,14668.36917
182026,24,5,2,1,Married,10,299.1868257,0,14665.34129
125774,65,46,2,1,Single,9,299.1648586,0,14563.24293
147959,21,3,2,1,Married,12,299.1271076,0,14494.35538
156388,26,6,3,0,Single,12,299.0696088,0,14522.48044
132882,16,0,2,1,Married,11,299.0554411,0,14361.77206
196043,60,40,4,1,Married,7,299.0533046,0,14715.66523
190864,70,53,3,0,Single,6,299.026457,0,14696.32285
107467,65,45,2,1,Single,10,298.9834019,0,14684.1701
135632,30,13,2,0,Married,11,298.9794918,0,14647.97459
139249,29,8,3,1,Married,13,298.9395304,0,14360.97652
123554,23,4,4,1,Married,14,298.9305038,0,14497.52519
111501,26,8,1,0,Single,15,298.8722661,0,14591.61331
154817,22,3,3,1,Single,11,298.8265379,0,14565.3269
167588,40,22,3,0,Married,15,298.8156209,0,14529.78105
131051,33,16,3,1,Married,15,298.7625083,0,14612.12542
189476,56,39,2,1,Single,12,298.7437178,0,14444.18589
129371,37,18,1,1,Married,10,298.7168796,0,14446.84398
105919,63,45,4,0,Married,9,298.6952639,0,14621.7632
149864,24,5,1,1,Single,12,298.6945051,0,14542.72526
168434,19,1,3,1,Married,10,298.6623855,0,14733.11928
162743,70,53,2,0,Married,2,298.5889495,0,14630.44748
161487,41,24,4,1,Married,7,298.5527536,0,14332.63768
167940,43,24,1,1,Married,8,298.5223534,0,14503.11767
110817,59,42,2,1,Single,15,298.5194061,0,14473.97031
183133,61,44,2,1,Single,10,298.4618592,0,14386.09296
197349,52,34,4,1,Married,10,298.446885,0,14404.34425
144262,46,28,4,0,Married,12,298.3104064,0,14348.52032
113126,18,0,3,0,Married,14,298.2323025,0,14315.61513
197380,18,0,4,0,Married,13,298.1731808,0,14433.65904
120912,50,30,4,1,Single,12,298.1695747,0,14701.47874
147208,40,19,3,1,Married,7,298.1310198,0,14548.55099
188298,62,43,1,0,Married,3,298.1251488,0,14660.25744
144672,70,53,2,0,Single,1,298.1249602,0,14607.24801
126295,16,0,4,1,Married,11,298.0911559,0,14612.5578
106575,35,16,2,1,Married,12,298.0254257,0,14672.27129
124582,47,28,2,1,Married,7,297.9558558,0,14458.79279
123401,52,31,1,1,Married,8,297.9455922,0,14630.27961
181434,24,6,3,1,Single,15,297.8965927,0,14667.82964
198535,20,2,2,1,Single,11,297.7994598,0,14660.97299
114955,60,41,3,1,Single,8,297.7264273,0,14310.32137
159645,31,11,3,1,Married,9,297.6731318,0,14371.65659
113499,16,0,2,1,Married,9,297.6385347,0,14569.92674
198578,68,49,2,1,Married,10,297.618713,0,14431.93565
148852,60,43,3,0,Single,14,297.5778166,0,14346.89083
188951,47,26,2,1,Married,6,297.5640493,0,14366.20247
134970,69,52,3,1,Single,10,297.5445188,0,14284.22594
187630,32,11,3,1,Married,8,297.5352388,0,14400.76194
160027,53,36,1,1,Married,11,297.5190349,0,14556.95175
190855,19,0,2,0,Married,11,297.5026953,0,14438.13477
191814,52,33,2,1,Married,9,297.4858939,0,14448.2947
138726,40,23,3,1,Married,6,297.4827401,0,14375.13701
187775,48,31,4,1,Married,6,297.4743852,0,14464.71926
167649,19,0,4,0,Married,15,297.4673372,0,14582.36686
150800,28,11,1,0,Single,12,297.3944661,0,14299.72331
181109,26,7,3,0,Married,14,297.3700277,0,14272.50139
133913,31,13,3,1,Married,6,297.3618365,0,14298.09183
189606,57,40,2,0,Married,11,297.269335,0,14491.46675
