Merchant_Id,Annual_Sales,Merchant_Location,Zone,No_of_helpers,Daily_OPEN_hours,Years_Open,Owner's_Age,Owner's_Education,Cashier_Sales_Person_Age,Merchant_Type,Shopping_Complex_Or_Standalone
5510,168.31,Boston,S,11,20,8,65,Graduation,19,Patnership,Complex
3960,18.65,NJ City,N,4,9,4,60,Graduation,26,Franchise,Complex
5395,307.36,Boston,E,24,12,21,73,Graduation,20,Owner,Standalone
9525,427.86,NJ City,N,18,8,15,50,Graduation,28,Patnership,Standalone
3227,395.32,NJ City,E,16,24,17,67,High School,31,Owner,Standalone
3668,103.42,NJ City,W,20,10,1,80,No education,23,Franchise,Complex
9537,496.68,NJ City,N,16,8,2,44,Graduation,32,Patnership,Standalone
8031,473.93,Boston,E,2,24,23,83,Graduation,28,Owner,Standalone
6958,212.97,Boston,S,3,11,24,57,Graduation,19,Patnership,Complex
1631,201.15,NJ City,E,23,11,23,35,High School,23,Owner,Standalone
7312,10.68,Boston,N,12,8,3,53,High School,34,Franchise,Complex
7760,348.7,Boston,W,9,10,1,72,No education,29,Franchise,Complex
2500,184.85,NJ City,W,6,11,3,64,High School,32,Franchise,Complex
8429,324.79,NJ City,N,8,19,13,30,Graduation,34,Patnership,Standalone
3112,431.08,NJ City,W,18,13,4,52,High School,35,Franchise,Complex
4094,149.52,NJ City,S,12,12,11,63,High School,35,Patnership,Complex
3326,148.97,NJ City,S,13,15,18,38,High School,28,Patnership,Complex
5682,239.7,Boston,S,16,13,13,69,Graduation,30,Patnership,Complex
5978,288.03,Boston,S,2,19,16,48,Graduation,33,Patnership,Complex
5817,73.56,Boston,N,11,17,1,85,Graduation,20,Patnership,Standalone
5610,345.41,Boston,S,22,21,17,85,Graduation,23,Patnership,Complex
6251,145.63,Boston,E,20,18,7,85,Graduation,33,Owner,Standalone
6255,177.24,Boston,E,19,18,12,39,Graduation,30,Owner,Standalone
3671,89.76,NJ City,E,2,15,4,52,No education,19,Owner,Standalone
1530,497.63,NJ City,S,10,9,13,82,High School,20,Patnership,Complex
6051,126.87,Boston,E,10,21,2,36,Graduation,23,Owner,Standalone
2168,483.01,NJ City,W,17,23,4,41,No education,31,Franchise,Complex
1248,33.29,NJ City,N,12,10,2,29,Graduation,23,Franchise,Complex
5458,446.01,Boston,S,24,11,18,78,Graduation,29,Patnership,Complex
6326,496.44,Boston,S,5,16,8,34,Graduation,33,Patnership,Complex
4131,313.4,NJ City,E,24,15,8,29,High School,20,Owner,Standalone
6619,24.75,Boston,N,2,17,4,80,High School,34,Owner,Standalone
388,174,NJ City,W,1,15,10,33,High School,30,Franchise,Complex
5534,15.59,Boston,N,22,17,4,74,No education,21,Patnership,Complex
625,224.91,NJ City,N,15,22,16,47,High School,20,Patnership,Standalone
8092,417.14,NJ City,W,9,10,3,35,High School,24,Franchise,Complex
2586,366.17,NJ City,S,24,12,25,64,High School,21,Patnership,Complex
5035,251.61,Boston,E,21,17,8,35,Graduation,25,Owner,Standalone
9089,350.56,NJ City,N,4,17,21,39,Graduation,22,Patnership,Standalone
5491,355.02,Boston,E,15,15,22,25,Graduation,23,Owner,Standalone
8242,100.92,NJ City,S,7,22,2,85,High School,34,Patnership,Complex
2879,9.04,NJ City,N,21,10,1,66,No education,32,Owner,Standalone
6324,216.9,Boston,W,22,21,6,85,Graduation,34,Franchise,Complex
879,353.24,NJ City,E,1,23,2,45,Graduation,20,Owner,Standalone
5698,9.29,Boston,N,17,18,4,84,High School,27,Patnership,Complex
8225,22.53,NJ City,N,7,23,1,46,No education,23,Patnership,Standalone
1150,477.06,NJ City,S,14,17,5,53,High School,35,Patnership,Complex
4904,445.16,NJ City,W,10,21,16,64,High School,20,Franchise,Complex
9591,195.78,NJ City,E,16,14,14,45,Graduation,24,Owner,Standalone
3153,259.83,NJ City,N,12,11,13,67,High School,32,Patnership,Standalone
5518,399.96,Boston,S,8,18,10,54,Graduation,31,Patnership,Complex
491,84.38,NJ City,E,7,19,1,40,No education,29,Owner,Standalone
2402,55.65,NJ City,S,1,11,3,63,No education,28,Patnership,Complex
4776,263.81,NJ City,W,7,9,9,73,High School,31,Franchise,Complex
7691,344.67,Boston,E,25,15,1,62,No education,25,Owner,Standalone
6196,219.27,Boston,W,14,23,25,55,Graduation,29,Franchise,Complex
7219,233.82,Boston,E,15,21,19,71,Graduation,22,Owner,Standalone
3236,427.74,NJ City,W,18,19,10,25,High School,27,Franchise,Complex
6334,304.52,Boston,S,23,22,21,49,Graduation,28,Patnership,Complex
9792,106.6,NJ City,W,16,21,3,28,Graduation,35,Franchise,Complex
5937,40.43,Boston,N,14,9,4,59,Graduation,28,Patnership,Standalone
7133,292.18,Boston,N,15,19,5,27,No education,23,Patnership,Standalone
3046,270.69,NJ City,S,19,19,18,39,High School,27,Patnership,Complex
7189,252.48,Boston,N,5,16,14,26,Graduation,30,Patnership,Standalone
3909,320.58,NJ City,N,22,17,6,59,High School,35,Patnership,Standalone
6339,176.01,Boston,E,6,19,1,43,Graduation,34,Owner,Standalone
7451,443.72,Boston,E,19,18,3,72,No education,28,Owner,Standalone
3826,290.04,NJ City,S,15,12,13,33,High School,25,Patnership,Complex
7220,380.05,Boston,W,24,24,2,30,No education,18,Franchise,Complex
6902,34.74,Boston,N,24,19,2,62,No education,29,Patnership,Complex
1891,353.03,NJ City,E,10,18,18,68,High School,28,Owner,Standalone
8360,319.34,NJ City,W,12,15,12,85,Graduation,23,Franchise,Complex
8776,470.74,NJ City,W,7,14,4,68,High School,32,Franchise,Complex
2918,29.23,NJ City,N,2,24,1,41,No education,20,Patnership,Complex
3731,64.28,NJ City,N,25,24,3,39,No education,22,Owner,Standalone
2272,32.68,NJ City,N,20,14,1,32,High School,18,Franchise,Complex
7286,237.56,Boston,S,25,15,6,70,Graduation,34,Patnership,Complex
1796,412.02,NJ City,W,24,17,22,47,High School,21,Franchise,Complex
182,165.68,NJ City,S,18,24,3,34,No education,19,Patnership,Complex
7397,384.13,Boston,N,14,23,20,67,Graduation,35,Patnership,Standalone
442,167.38,NJ City,S,23,22,14,73,High School,25,Patnership,Complex
7795,233.45,Boston,E,24,20,13,57,Graduation,24,Owner,Standalone
5972,491.57,Boston,W,22,14,2,81,No education,33,Franchise,Complex
7722,387.69,Boston,S,11,8,10,32,Graduation,26,Patnership,Complex
1020,451.39,NJ City,W,20,24,25,74,High School,35,Franchise,Complex
2282,209,NJ City,S,1,16,7,71,High School,32,Patnership,Complex
1892,30.61,NJ City,N,9,13,2,34,No education,29,Franchise,Complex
7552,225.83,Boston,W,25,21,20,63,Graduation,19,Franchise,Complex
9210,58.17,NJ City,S,8,15,4,43,Graduation,25,Patnership,Complex
4713,415.38,NJ City,N,18,15,2,76,Graduation,35,Patnership,Standalone
9052,215.45,NJ City,W,3,10,9,63,Graduation,20,Franchise,Complex
1895,356.13,NJ City,E,25,20,14,54,High School,23,Owner,Standalone
2704,140.43,NJ City,W,11,8,1,37,High School,32,Franchise,Complex
9327,499.27,NJ City,E,17,15,14,57,Graduation,29,Owner,Standalone
1204,490.1,NJ City,W,5,19,1,75,High School,31,Franchise,Complex
7277,116.72,Boston,N,23,19,4,34,No education,25,Patnership,Standalone
3344,144.41,NJ City,W,12,13,12,39,High School,35,Franchise,Complex
8600,460.34,NJ City,W,2,22,14,37,Graduation,24,Franchise,Complex
3170,267.1,NJ City,S,4,12,14,76,High School,24,Patnership,Complex
7671,319.67,Boston,E,13,17,2,68,Graduation,21,Owner,Standalone
5646,197.39,Boston,S,23,11,13,65,Graduation,27,Patnership,Complex
8695,417.74,NJ City,E,7,13,4,51,High School,18,Owner,Standalone
4619,484.96,NJ City,E,12,24,16,77,High School,31,Owner,Standalone
8018,351.23,Boston,S,10,19,5,77,No education,26,Patnership,Complex
2619,249.18,NJ City,E,14,14,6,31,High School,35,Owner,Standalone
4471,460.16,NJ City,E,16,16,14,62,High School,33,Owner,Standalone
2898,150.34,NJ City,S,6,10,23,36,High School,26,Patnership,Complex
9848,369.46,NJ City,W,10,18,2,84,No education,19,Franchise,Complex
7104,392.6,Boston,W,20,9,7,66,Graduation,24,Franchise,Complex
4759,385.65,NJ City,E,15,22,25,51,High School,21,Owner,Standalone
7607,92.83,Boston,E,6,15,2,70,No education,21,Owner,Standalone
7569,433.72,Boston,N,5,20,21,43,Graduation,21,Patnership,Standalone
7969,150.81,Boston,N,22,22,10,79,Graduation,22,Patnership,Standalone
7123,122.02,Boston,E,15,8,2,34,High School,34,Owner,Standalone
1170,48.42,NJ City,S,20,24,4,34,Graduation,25,Patnership,Complex
2790,260.16,NJ City,S,22,23,21,34,High School,23,Patnership,Complex
1753,47.1,NJ City,N,18,20,3,48,High School,26,Patnership,Standalone
7498,264.32,Boston,S,2,18,14,64,Graduation,32,Patnership,Complex
2884,426.09,NJ City,W,23,22,19,84,High School,32,Franchise,Complex
2385,479.43,NJ City,N,7,21,6,83,High School,29,Patnership,Standalone
9894,245.46,NJ City,S,22,20,19,55,Graduation,35,Patnership,Complex
2631,480.04,NJ City,E,24,24,15,53,High School,22,Owner,Standalone
1471,419.31,NJ City,E,21,24,8,75,High School,34,Owner,Standalone
383,48.59,NJ City,E,25,14,3,74,No education,23,Owner,Standalone
6092,221.93,Boston,W,22,13,5,85,No education,19,Franchise,Complex
4064,145.16,NJ City,W,10,24,9,66,High School,23,Franchise,Complex
2617,208,NJ City,N,1,10,15,58,High School,34,Patnership,Standalone
440,157,NJ City,W,3,15,7,57,High School,35,Franchise,Complex
9694,234.63,NJ City,S,24,22,6,32,Graduation,20,Patnership,Complex
9854,205,NJ City,S,16,19,6,65,Graduation,35,Patnership,Complex
1761,51.71,NJ City,N,9,20,4,48,Graduation,30,Patnership,Standalone
5278,188.03,Boston,S,23,19,2,54,High School,25,Patnership,Complex
9451,224.51,NJ City,E,11,24,18,41,Graduation,27,Owner,Standalone
8492,296.54,NJ City,W,8,13,3,45,No education,20,Franchise,Complex
131,356.33,NJ City,E,8,21,11,56,High School,18,Owner,Standalone
1657,246.56,NJ City,N,20,22,23,38,High School,31,Patnership,Standalone
2319,196.39,NJ City,E,25,10,9,28,High School,29,Owner,Standalone
500,212.94,NJ City,W,11,8,17,68,High School,20,Franchise,Complex
7853,471.38,Boston,N,13,24,7,83,Graduation,26,Patnership,Standalone
4579,224.27,NJ City,E,24,13,1,83,High School,27,Owner,Standalone
1251,183.65,NJ City,E,24,10,11,31,High School,25,Owner,Standalone
3538,383.2,NJ City,S,24,23,12,78,High School,34,Patnership,Complex
6234,41.96,Boston,N,23,8,2,51,Graduation,25,Patnership,Complex
3465,435.71,NJ City,N,15,16,6,80,High School,32,Patnership,Standalone
9707,288.62,NJ City,E,3,22,24,77,Graduation,27,Owner,Standalone
7917,134.43,Boston,N,24,12,17,48,Graduation,20,Patnership,Standalone
1664,173.57,NJ City,W,14,8,5,43,No education,34,Franchise,Complex
7502,476.83,Boston,S,6,9,21,79,Graduation,35,Patnership,Complex
7223,256.01,Boston,E,2,22,18,58,Graduation,25,Owner,Standalone
6660,8.21,Boston,N,22,24,4,79,Graduation,34,Franchise,Complex
4799,17.88,NJ City,N,22,23,4,46,No education,28,Owner,Standalone
5412,270.99,Boston,W,15,17,12,36,Graduation,32,Franchise,Complex
174,61.53,NJ City,N,23,9,2,83,Graduation,18,Patnership,Complex
834,194,NJ City,S,2,13,17,52,High School,24,Patnership,Complex
6785,238.23,Boston,N,21,15,12,70,Graduation,18,Patnership,Standalone
3623,477.22,NJ City,E,5,9,25,36,High School,25,Owner,Standalone
6171,495.46,Boston,E,12,23,11,71,Graduation,19,Owner,Standalone
5066,141.81,Boston,S,22,19,2,76,No education,33,Patnership,Complex
2298,499.52,NJ City,S,10,15,13,80,High School,30,Patnership,Complex
3649,147.6,NJ City,N,13,22,12,78,High School,27,Patnership,Standalone
852,137,NJ City,W,3,14,6,25,High School,19,Franchise,Complex
2555,198.21,NJ City,E,24,20,4,43,No education,24,Owner,Standalone
6611,189.69,Boston,E,3,13,4,81,No education,35,Owner,Standalone
8503,175.54,NJ City,E,14,9,18,50,Graduation,19,Owner,Standalone
5873,466.94,Boston,N,6,23,17,76,Graduation,28,Patnership,Standalone
4208,134.86,NJ City,W,19,11,1,28,No education,19,Franchise,Complex
760,163.78,NJ City,W,25,10,3,63,High School,25,Franchise,Complex
1437,413.77,NJ City,N,25,11,8,36,High School,34,Patnership,Standalone
1395,330.61,NJ City,E,8,15,3,56,Graduation,29,Owner,Standalone
6760,203.91,Boston,W,17,19,11,85,Graduation,34,Franchise,Complex
8361,119.51,NJ City,N,3,17,4,76,Graduation,28,Patnership,Standalone
5960,422.8,Boston,W,12,21,24,52,Graduation,21,Franchise,Complex
2295,246,NJ City,E,1,15,23,45,High School,21,Owner,Standalone
8929,120.05,NJ City,N,4,8,4,45,High School,24,Patnership,Standalone
1013,87.17,NJ City,N,6,15,2,67,No education,24,Patnership,Standalone
9469,211.8,NJ City,N,23,12,4,73,High School,19,Patnership,Standalone
9461,305.26,NJ City,N,2,10,24,67,Graduation,25,Patnership,Standalone
1387,133.21,NJ City,E,21,23,3,36,High School,21,Owner,Standalone
9227,202.1,NJ City,E,8,8,5,31,No education,20,Owner,Standalone
6022,170.64,Boston,S,24,16,24,75,Graduation,33,Patnership,Complex
4947,467.35,Boston,E,19,15,18,25,High School,20,Owner,Standalone
2040,327.6,NJ City,W,14,11,4,81,Graduation,29,Franchise,Complex
934,292.86,NJ City,S,7,13,10,26,High School,24,Patnership,Complex
9354,135.77,NJ City,S,8,17,4,39,Graduation,30,Patnership,Complex
4848,316.02,NJ City,W,21,24,5,34,Graduation,25,Franchise,Complex
4521,415.87,NJ City,N,25,19,9,85,High School,21,Patnership,Standalone
5794,382.98,Boston,S,20,12,1,34,High School,19,Patnership,Complex
6867,455.27,Boston,E,15,17,13,56,Graduation,26,Owner,Standalone
4025,134,NJ City,N,1,21,12,30,High School,24,Patnership,Standalone
3393,475.85,NJ City,N,4,21,21,59,High School,29,Patnership,Standalone
4104,159.14,NJ City,W,25,10,14,38,High School,20,Franchise,Complex
7118,255.03,Boston,S,16,14,12,80,Graduation,32,Patnership,Complex
7109,53.26,Boston,N,17,12,2,63,No education,22,Patnership,Standalone
6385,242.53,Boston,N,10,19,24,38,Graduation,27,Patnership,Standalone
2979,87.3,NJ City,E,21,22,3,57,Graduation,33,Owner,Standalone
1693,9.07,NJ City,N,5,14,1,64,High School,33,Patnership,Standalone
1873,56.74,NJ City,N,1,10,4,33,High School,21,Patnership,Standalone
6297,460.85,Boston,N,16,12,4,66,Graduation,26,Patnership,Standalone
7991,57.71,Boston,E,6,18,1,67,No education,18,Owner,Standalone
4140,205.35,NJ City,W,19,13,7,45,High School,25,Franchise,Complex
5367,384.03,Boston,E,18,13,2,70,Graduation,34,Owner,Standalone
2997,126.26,NJ City,N,2,17,4,71,Graduation,32,Patnership,Standalone
8185,190.99,NJ City,N,24,12,20,69,Graduation,25,Patnership,Standalone
7420,204.31,Boston,W,18,21,24,46,Graduation,31,Franchise,Complex
9434,23.66,NJ City,N,25,21,3,53,No education,20,Patnership,Complex
9942,278.11,NJ City,S,13,22,5,31,Graduation,20,Patnership,Complex
9768,212.98,NJ City,W,2,10,8,35,Graduation,29,Franchise,Complex
9301,188.49,NJ City,N,22,21,9,66,Graduation,26,Patnership,Standalone
7,324.73,NJ City,E,5,21,24,44,High School,32,Owner,Standalone
562,391.57,NJ City,S,17,10,8,33,High School,20,Patnership,Complex
7382,299.85,Boston,S,9,18,16,84,Graduation,24,Patnership,Complex
2612,471.35,NJ City,W,10,10,13,54,High School,27,Franchise,Complex
2746,400.66,NJ City,S,22,12,18,26,High School,33,Patnership,Complex
8951,429.12,NJ City,E,24,15,5,79,No education,26,Owner,Standalone
248,144.01,NJ City,W,19,18,13,46,High School,22,Franchise,Complex
4646,223.04,NJ City,S,1,11,2,33,No education,18,Patnership,Complex
1106,150.47,NJ City,S,22,12,9,33,High School,19,Patnership,Complex
5292,197.62,Boston,W,24,23,14,31,Graduation,32,Franchise,Complex
2614,348.01,NJ City,S,3,22,1,64,High School,33,Patnership,Complex
8804,182.15,NJ City,W,17,9,1,38,No education,30,Franchise,Complex
2543,340.28,NJ City,E,12,22,19,64,High School,32,Owner,Standalone
1070,453.51,NJ City,S,9,12,16,27,High School,35,Patnership,Complex
7072,299.02,Boston,W,16,12,5,43,High School,32,Franchise,Complex
4673,405.79,NJ City,N,19,11,2,70,No education,29,Patnership,Standalone
6606,479.04,Boston,S,3,23,23,69,Graduation,30,Patnership,Complex
4594,310.32,NJ City,S,16,18,18,42,High School,27,Patnership,Complex
5961,297.97,Boston,N,2,10,6,73,Graduation,23,Patnership,Standalone
4613,177.46,NJ City,N,14,13,2,56,No education,28,Patnership,Standalone
9890,277.06,NJ City,S,20,12,9,76,Graduation,20,Patnership,Complex
1256,228.76,NJ City,W,7,19,25,58,High School,35,Franchise,Complex
8616,68.11,NJ City,N,20,13,2,60,Graduation,25,Franchise,Complex
2706,7.6,NJ City,N,25,15,4,38,Graduation,30,Patnership,Complex
2926,261.82,NJ City,S,9,12,6,41,High School,32,Patnership,Complex
7950,416.05,Boston,S,10,21,5,56,Graduation,34,Patnership,Complex
8760,349.14,NJ City,W,20,22,5,71,Graduation,23,Franchise,Complex
3243,492.65,NJ City,E,5,21,17,58,High School,25,Owner,Standalone
3075,439.36,NJ City,E,16,22,1,72,Graduation,27,Owner,Standalone
2335,207.52,NJ City,E,11,15,22,57,High School,19,Owner,Standalone
1838,162.15,NJ City,S,14,8,21,30,High School,25,Patnership,Complex
9405,87.26,NJ City,N,1,19,3,40,Graduation,30,Patnership,Standalone
1068,431.37,NJ City,W,13,9,11,72,High School,33,Franchise,Complex
5660,82.31,Boston,W,16,19,1,68,No education,25,Franchise,Complex
7925,116.76,Boston,N,14,20,1,80,No education,31,Patnership,Standalone
6082,152,Boston,S,18,19,24,79,Graduation,34,Patnership,Complex
9980,312.24,NJ City,W,5,16,20,34,Graduation,26,Franchise,Complex
3137,228.52,NJ City,N,23,8,25,72,High School,20,Patnership,Standalone
8980,246.25,NJ City,W,10,24,12,80,Graduation,27,Franchise,Complex
4693,311.81,NJ City,N,7,12,16,76,High School,31,Patnership,Standalone
838,246.24,NJ City,S,16,24,17,29,High School,31,Patnership,Complex
177,395.62,NJ City,N,17,9,16,63,High School,22,Patnership,Standalone
8822,377.71,NJ City,S,5,23,3,29,No education,33,Patnership,Complex
217,24.91,NJ City,N,22,24,1,54,High School,24,Patnership,Standalone
7707,235.25,Boston,E,11,18,10,52,Graduation,35,Owner,Standalone
1744,422.18,NJ City,W,21,14,13,44,High School,31,Franchise,Complex
2421,433.07,NJ City,N,14,20,11,49,High School,19,Patnership,Standalone
5765,332.31,Boston,N,11,8,9,43,Graduation,33,Patnership,Standalone
6786,470.66,Boston,S,18,9,7,79,Graduation,31,Patnership,Complex
4583,211.32,NJ City,E,24,10,1,29,No education,20,Owner,Standalone
6390,257.33,Boston,S,7,8,24,74,Graduation,25,Patnership,Complex
3429,94.48,NJ City,N,23,24,1,61,Graduation,19,Patnership,Standalone
3679,305.23,NJ City,E,14,17,20,76,High School,26,Owner,Standalone
945,8.12,NJ City,N,16,24,2,45,Graduation,33,Patnership,Standalone
7899,459.52,Boston,E,4,14,7,79,Graduation,29,Owner,Standalone
3842,473.27,NJ City,S,16,12,3,61,No education,26,Patnership,Complex
6999,219.87,Boston,E,11,20,1,27,Graduation,33,Owner,Standalone
7301,150.74,Boston,N,22,16,6,72,Graduation,31,Patnership,Standalone
7604,317.9,Boston,W,10,18,6,45,Graduation,20,Franchise,Complex
6023,327.53,Boston,E,21,14,13,48,Graduation,32,Owner,Standalone
2120,116,NJ City,W,1,19,9,63,High School,28,Franchise,Complex
7483,245.61,Boston,E,16,20,13,79,Graduation,20,Owner,Standalone
4700,26.74,NJ City,N,21,14,3,53,No education,30,Franchise,Complex
4458,315.69,NJ City,S,18,23,4,31,Graduation,18,Patnership,Complex
7660,272.81,Boston,W,19,19,25,40,Graduation,29,Franchise,Complex
5599,269.6,Boston,E,19,23,18,76,Graduation,32,Owner,Standalone
185,471.54,NJ City,N,10,15,8,39,High School,26,Patnership,Standalone
3722,378.64,NJ City,S,15,15,14,68,High School,24,Patnership,Complex
3107,384.41,NJ City,E,3,12,3,38,No education,33,Owner,Standalone
6080,321.5,Boston,W,8,15,12,78,Graduation,34,Franchise,Complex
4134,55.55,NJ City,S,14,16,1,25,Graduation,35,Patnership,Complex
1310,170.23,NJ City,S,8,8,8,70,High School,21,Patnership,Complex
2559,126,NJ City,E,1,16,18,83,High School,18,Owner,Standalone
2363,32.34,NJ City,N,18,24,3,43,No education,31,Owner,Standalone
5359,450.14,Boston,E,14,18,5,70,High School,23,Owner,Standalone
8083,171.44,NJ City,E,13,24,2,85,High School,28,Owner,Standalone
8093,38.27,NJ City,N,25,11,4,31,No education,35,Patnership,Standalone
7522,6.19,Boston,N,6,14,4,47,High School,35,Patnership,Complex
1570,335.03,NJ City,S,6,18,4,53,High School,18,Patnership,Complex
3339,121.07,NJ City,E,9,18,1,30,Graduation,25,Owner,Standalone
8745,273.29,NJ City,N,8,18,7,45,Graduation,25,Patnership,Standalone
2365,470.22,NJ City,N,14,11,23,67,High School,19,Patnership,Standalone
795,385.53,NJ City,E,25,24,8,36,High School,24,Owner,Standalone
6626,465.67,Boston,S,19,16,4,59,No education,29,Patnership,Complex
3364,120.24,NJ City,W,10,21,1,59,High School,32,Franchise,Complex
2527,192.73,NJ City,E,12,14,23,55,High School,24,Owner,Standalone
8789,124.99,NJ City,N,19,17,3,77,No education,33,Patnership,Standalone
9777,26.92,NJ City,N,11,23,4,82,Graduation,32,Patnership,Standalone
5336,82.91,Boston,W,8,20,3,47,No education,29,Franchise,Complex
7337,135.23,Boston,N,17,23,15,26,Graduation,35,Patnership,Standalone
2968,450.97,NJ City,W,19,21,14,55,High School,21,Franchise,Complex
1972,382.58,NJ City,W,4,16,22,50,High School,28,Franchise,Complex
3230,264.73,NJ City,S,14,19,13,54,High School,34,Patnership,Complex
3179,235.71,NJ City,E,15,22,13,38,High School,28,Owner,Standalone
5573,250.05,Boston,N,3,14,7,37,Graduation,19,Patnership,Standalone
5632,145.37,Boston,W,18,22,25,31,Graduation,32,Franchise,Complex
6439,39.52,Boston,N,22,13,1,28,High School,24,Owner,Standalone
